"","id","product","c_q_scl_powder_overall_liking","c_q_scl_powder_appearance_liking","c_q_scl_powder_aroma_liking","c_q_cata_powder_easy_to_prepare","c_q_cata_powder_dissolve_quickly","c_q_cata_powder_lumps","c_q_cata_powder_foamy","c_q_cata_powder_mild","c_q_cata_powder_milky","c_q_cata_powder_sweet","c_q_cata_powder_off_notes","c_q_cata_powder_nondairy_notes","c_q_cata_powder_natural_color","c_q_cata_powder_easy_scoop","c_q_scl_milk_preparation_liking","c_q_scl_milk_pretaste_appearance_liking","c_q_scl_milk_pretaste_overall_liking","c_q_scl_milk_posttaste_aroma_liking","c_q_scl_milk_posttaste_taste_liking","c_q_cata_milk_easy_prepare","c_q_cata_milk_easy_dissolve","c_q_cata_milk_lumps","c_q_cata_milk_low_foam","c_q_cata_milk_milk","c_q_cata_milk_milky","c_q_cata_milk_sweet","c_q_cata_milk_dairy_off_notes","c_q_cata_milk_smooth","c_q_cata_milk_natural_color","c_q_cata_milk_residue_bottle","c_q_scl_empty_bottle_appearance_liking","c_q_scl_empty_bottle_aroma_liking","c_q_scl_empty_bottle_overall_liking","c_s_organic","c_s_location","t_s_gender","c_s_age_group","c_s_brand_use","c_s_parent_type","c_s_child_age","c_s_child_gender","c_s_relationship","c_s_responsible_primary_care","c_s_responsible_purchase_product_child","c_s_breastfed","c_s_breastmilk_in_bottle","c_s_breastfed_duration","c_s_format","c_s_given_brand","c_s_current_brand","c_s_brand_reason","c_s_working_status","c_s_social"
"6360",6112,"Kruidvat FO",10,10,10,1,1,2,2,1,1,1,2,2,1,1,10,10,10,9,10,1,1,1,1,1,1,1,2,1,1,2,9,9,10,2,6,2,2,1,1,6,2,1,2,2,0,0,0,2,"3 7 14",3,0,5,1
"6361",6113,"Kruidvat FO",7,9,7,1,1,1,1,2,1,1,1,2,1,1,9,10,8,9,9,1,1,1,2,1,1,2,1,1,1,2,5,6,8,2,6,1,4,2,2,9,2,2,3,3,0,0,0,2,"3 7 14",7,0,1,1
"6362",6114,"Kruidvat FO",7,7,7,1,1,2,1,1,1,1,2,1,2,1,5,6,7,7,7,1,1,2,1,1,1,1,2,1,2,2,8,8,8,1,6,1,4,2,1,11,2,2,3,3,0,0,0,2,"5 11",11,0,1,1
"6363",6116,"Kruidvat FO",8,8,8,1,1,2,1,1,2,1,2,1,1,2,8,8,8,8,8,1,1,1,1,1,1,1,2,1,1,2,8,8,8,1,6,1,3,2,2,10,1,2,3,3,0,0,0,2,"4 5 6 8 9 10 11 12 13",10,0,1,2
"6364",6117,"Kruidvat FO",8,9,8,1,2,1,1,2,1,1,2,2,2,2,8,8,7,8,9,1,1,2,2,1,1,1,1,1,1,2,8,7,8,1,6,2,4,1,2,11,2,1,2,2,2,2,0,2,"1 2",2,0,3,1
"6365",6119,"Kruidvat FO",8,6,7,2,2,1,2,1,1,1,2,2,2,1,6,7,8,6,8,2,1,1,1,1,1,1,1,1,1,1,8,6,7,1,6,2,2,2,2,7,1,1,1,2,0,0,0,2,"4 5 10 11 12 13",13,0,4,1
"6366",6120,"Kruidvat FO",6,7,6,1,1,2,2,1,1,2,2,1,1,1,7,6,7,6,8,1,1,1,2,1,1,1,2,1,1,1,6,6,7,1,6,2,3,2,1,1,2,1,2,2,0,0,0,2,"1 2 10 11 12",11,0,3,1
"6367",6121,"Kruidvat FO",8,7,7,1,1,2,2,1,2,1,1,1,1,1,9,8,8,9,9,1,1,2,1,1,2,1,2,1,1,1,8,8,8,1,6,2,3,1,1,8,2,1,2,2,0,0,0,2,"4 5 6 7",5,0,3,1
"6368",6123,"Kruidvat FO",8,7,6,1,1,2,2,1,1,1,2,2,1,1,8,7,8,7,6,1,1,2,2,1,2,1,1,1,1,2,6,5,6,1,6,1,3,2,1,8,1,2,3,2,1,1,1,1,"4 5 9",9,0,1,2
"6369",6124,"Kruidvat FO",5,6,5,2,1,2,1,2,2,2,2,2,2,1,8,8,7,8,9,2,1,2,2,1,2,2,2,2,2,2,5,8,6,1,6,2,3,1,2,11,2,1,1,1,0,0,0,1,"1",1,0,3,1
"6370",6125,"Kruidvat FO",10,10,7,1,1,2,2,1,1,1,2,2,1,1,10,7,5,4,6,1,1,2,2,2,2,1,1,1,1,1,4,9,7,2,6,2,1,1,1,5,1,1,1,2,0,0,0,2,"3 4 5 6 7 13",3,0,5,1
"6371",6126,"Kruidvat FO",5,7,6,1,2,1,2,1,1,2,2,1,2,2,9,6,7,5,4,1,1,2,1,2,1,2,1,1,1,2,4,3,3,1,6,2,2,2,2,9,2,1,2,2,0,0,0,2,"1 8 13",13,0,3,1
"6372",6127,"Kruidvat FO",5,5,5,2,1,2,2,1,1,1,1,2,1,1,5,4,6,6,7,1,1,1,1,1,1,1,2,1,2,2,4,5,6,1,6,1,3,1,1,10,1,2,2,2,1,0,4,2,"1 2 5 13",5,0,1,2
"6373",6130,"Kruidvat FO",9,8,7,1,1,2,1,1,1,1,2,2,1,1,8,8,8,8,9,1,1,2,2,1,1,1,1,1,1,2,8,7,8,1,6,1,2,1,1,3,2,2,1,2,2,2,0,1,"1",1,0,2,2
"6374",6131,"Kruidvat FO",7,7,7,1,1,2,2,1,1,2,2,2,1,1,8,7,6,6,5,1,1,1,1,2,1,1,1,1,1,1,5,5,5,1,6,1,4,1,2,8,2,2,3,2,0,2,0,2,"1 2 4 7 10",4,0,1,2
"6375",6133,"Kruidvat FO",9,9,9,1,1,1,1,1,1,1,1,2,2,1,8,8,8,8,9,2,2,2,1,1,2,2,2,1,2,1,10,9,9,1,6,2,3,1,1,10,2,1,2,2,0,0,0,2,"1 2 10 11",1,0,3,1
"6376",6135,"Kruidvat FO",6,8,10,1,1,1,2,1,1,1,2,1,1,1,5,9,7,7,8,2,1,1,2,1,1,1,1,2,1,2,4,7,6,1,6,1,2,1,2,4,1,2,2,3,0,0,0,1,"4 10 12",4,0,1,1
"6377",6136,"Kruidvat FO",7,8,5,1,1,2,1,1,1,1,1,1,1,1,8,9,8,5,5,1,1,2,2,1,1,2,1,1,1,1,8,7,7,1,6,1,1,2,2,8,2,2,2,2,0,0,0,1,"1 2 6 12",12,0,2,1
"6378",6137,"Kruidvat FO",10,10,10,1,1,2,2,1,1,2,2,2,1,1,9,10,10,10,10,1,1,1,1,2,1,1,1,2,1,2,9,8,8,2,6,2,1,1,1,4,2,1,2,2,0,0,0,2,"1 2 3 7",3,0,5,1
"6379",6139,"Kruidvat FO",5,5,5,2,1,1,2,1,2,1,2,2,2,2,8,4,5,8,3,2,1,1,1,1,1,1,2,1,1,1,9,7,9,1,6,2,2,1,2,9,1,1,2,3,1,1,2,1,"2 4",2,0,3,2
"6380",6143,"Kruidvat FO",8,9,8,1,1,2,1,1,1,1,1,2,1,2,8,8,8,6,10,1,1,2,2,1,1,1,1,1,1,2,8,6,9,1,6,2,1,1,1,3,1,1,1,2,0,0,0,1,"1 2 5 6 9 12",5,0,2,1
"6381",6144,"Kruidvat FO",8,8,8,1,1,1,2,1,1,1,2,2,1,1,8,9,9,8,8,1,1,1,2,1,1,1,2,1,1,2,7,8,8,2,6,1,2,2,1,11,1,2,3,2,0,0,0,2,"3 6 7",7,0,1,1
"6382",1001,"Hipp Combiotic FO",7,7,7,2,1,1,2,1,1,1,2,1,1,1,3,7,6,4,3,2,2,2,1,1,2,2,1,1,1,1,4,6,6,2,1,2,2,1,1,7,2,1,3,3,2,2,0,2,"1 2 3",3,0,3,1
"6383",1002,"Hipp Combiotic FO",5,5,4,2,1,1,1,2,1,2,2,1,2,2,6,5,6,6,5,2,1,2,2,2,1,1,2,1,1,2,5,4,5,1,1,2,4,2,2,11,1,1,2,2,2,2,0,2,"19",19,0,2,2
"6384",1003,"Hipp Combiotic FO",4,6,4,2,2,2,2,2,2,2,2,2,2,2,3,5,3,4,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,1,1,2,1,2,1,5,1,1,2,2,2,2,0,1,"17",17,0,2,1
"6385",1004,"Hipp Combiotic FO",8,5,8,1,1,1,1,1,1,1,1,1,1,1,7,2,2,7,2,1,2,2,1,1,1,1,1,2,1,1,3,7,2,1,1,2,3,2,2,6,1,1,1,1,1,2,2,2,"20",20,0,3,2
"6386",1005,"Hipp Combiotic FO",4,2,5,1,1,1,1,1,2,2,2,2,1,2,6,7,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,3,2,1,6,1,1,1,1,2,2,0,1,"19",19,0,2,1
"6387",1006,"Hipp Combiotic FO",7,6,6,1,1,2,2,1,1,2,2,2,1,1,7,6,7,7,6,1,1,1,1,1,1,1,2,1,1,2,6,6,7,1,1,2,2,1,2,2,2,1,1,1,0,1,2,1,"2",2,0,3,2
"6388",1007,"Hipp Combiotic FO",9,9,9,1,1,2,2,1,1,1,2,2,1,1,9,9,9,9,9,1,1,1,1,1,1,2,1,1,1,1,9,9,10,1,1,2,4,1,2,6,1,1,3,3,2,2,0,2,"15",15,0,1,1
"6389",1008,"Hipp Combiotic FO",8,8,8,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,2,1,1,1,1,2,1,1,1,8,8,9,1,1,2,3,1,2,12,2,1,1,1,1,1,1,1,"2",2,0,1,1
"6390",1009,"Hipp Combiotic FO",8,9,10,1,2,1,2,2,1,1,2,2,1,1,7,7,6,8,9,2,2,2,1,1,1,1,1,2,1,2,5,9,7,1,1,2,3,1,1,5,2,1,3,3,2,2,0,2,"15",15,0,1,1
"6391",1010,"Hipp Combiotic FO",7,8,10,2,1,2,1,1,1,2,2,2,2,1,8,10,9,10,9,1,1,1,1,1,1,2,2,1,1,1,10,9,9,1,1,2,4,2,2,7,1,1,3,3,2,2,0,1,"19",19,0,1,2
"6392",1011,"Hipp Combiotic FO",6,7,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,2,2,2,1,1,2,1,2,1,6,6,7,1,1,1,3,1,2,11,1,2,3,3,2,2,0,2,"1",1,0,1,2
"6393",1012,"Hipp Combiotic FO",8,7,4,1,1,2,2,2,1,2,1,1,1,1,4,5,7,6,6,1,1,1,1,1,1,2,1,1,1,2,6,7,7,1,1,2,2,1,1,5,1,1,2,2,1,2,1,2,"1",1,0,3,2
"6394",1013,"Hipp Combiotic FO",10,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,10,2,1,1,1,2,2,0,1,"15",15,0,2,2
"6395",1014,"Hipp Combiotic FO",3,3,5,1,1,2,1,1,1,1,2,2,1,2,5,6,4,3,2,1,2,2,1,1,1,1,2,1,1,2,5,2,4,1,1,2,3,2,2,3,2,1,1,1,1,2,1,1,"19",19,0,2,1
"6396",1015,"Hipp Combiotic FO",2,1,4,1,2,1,1,2,2,2,1,2,2,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,2,2,0,1,"2",2,0,3,2
"6397",1016,"Hipp Combiotic FO",1,1,1,2,2,1,1,2,2,2,2,2,2,2,5,6,1,3,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,4,1,2,11,1,1,1,1,0,0,0,1,"3",3,0,4,2
"6398",1017,"Hipp Combiotic FO",3,5,4,2,2,1,2,1,1,2,1,1,1,2,6,7,6,3,3,1,1,1,1,1,2,2,1,1,1,1,5,5,5,1,1,1,2,2,1,7,2,2,3,3,2,2,0,2,"19",19,0,1,1
"6399",1018,"Hipp Combiotic FO",6,7,6,1,2,1,1,1,1,1,1,2,1,1,5,6,4,5,4,1,2,2,1,1,1,1,1,2,1,2,7,6,6,1,1,1,4,2,2,11,1,2,1,1,2,2,0,1,"19",19,0,2,1
"6400",1019,"Hipp Combiotic FO",4,4,3,2,2,1,1,1,2,2,1,1,1,2,5,8,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,3,1,1,3,2,2,2,0,2,"2",2,0,3,2
"6401",1020,"Hipp Combiotic FO",5,5,5,1,2,1,2,1,1,1,1,1,1,2,9,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,1,2,3,2,2,11,1,1,2,2,1,2,3,1,"15 21",21,0,3,2
"6402",1021,"Hipp Combiotic FO",7,8,7,1,2,1,1,1,1,1,1,1,1,1,6,6,6,6,4,1,2,2,2,1,2,2,2,2,1,1,5,5,3,1,1,2,3,2,2,5,2,1,1,1,0,1,3,2,"20",20,0,2,2
"6403",1022,"Hipp Combiotic FO",6,6,10,1,1,2,1,1,1,2,2,2,1,1,7,8,10,10,5,1,1,1,2,1,2,2,2,1,1,1,9,10,9,1,1,2,2,1,2,11,1,1,1,1,2,2,0,1,"15",15,0,1,2
"6404",1023,"Hipp Combiotic FO",6,5,6,1,1,1,1,1,1,1,2,1,1,1,5,6,6,5,7,1,1,1,1,1,1,1,2,1,1,2,8,7,4,1,1,2,2,1,1,4,2,1,1,1,2,2,0,1,"2",2,0,1,1
"6405",1024,"Hipp Combiotic FO",4,4,4,1,2,1,1,1,1,1,2,1,2,1,6,6,5,6,5,1,1,1,1,1,1,1,1,1,1,1,6,6,5,1,1,2,4,1,2,7,2,1,1,1,0,1,2,2,"3 15",15,0,1,1
"6406",1025,"Hipp Combiotic FO",1,1,1,2,2,1,1,1,1,1,2,2,1,2,10,10,5,10,10,1,1,1,1,1,1,1,1,1,1,2,10,10,10,1,1,2,1,1,1,6,2,1,1,1,2,2,0,1,"1",1,0,1,1
"6407",1026,"Hipp Combiotic FO",7,5,6,1,2,2,1,1,1,2,1,2,2,2,6,4,4,6,6,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,2,2,1,1,3,2,1,3,3,2,2,0,1,"15",15,0,1,1
"6408",1027,"Hipp Combiotic FO",6,6,8,2,2,1,1,2,2,2,2,1,2,2,3,3,6,7,5,2,2,2,1,1,2,1,1,2,2,2,4,6,4,2,1,1,1,2,1,5,2,2,3,3,2,2,0,1,"16",16,0,1,2
"6409",1028,"Hipp Combiotic FO",7,8,7,2,2,1,1,2,1,2,1,1,1,2,9,7,7,3,3,1,2,2,1,2,1,2,1,2,1,1,7,4,3,1,1,2,4,2,2,11,2,1,3,3,1,1,2,2,"19",19,0,1,1
"6410",1029,"Hipp Combiotic FO",10,10,10,2,1,2,2,2,1,2,2,2,2,2,10,10,1,10,2,2,2,2,2,2,2,2,2,2,2,1,1,7,1,1,1,1,1,1,2,8,2,1,3,3,2,2,0,2,"15",15,0,2,2
"6411",1030,"Hipp Combiotic FO",4,7,9,2,2,1,1,1,1,2,1,1,2,2,5,6,3,2,3,2,2,2,1,2,2,2,1,2,1,1,3,2,2,1,1,2,4,2,2,11,2,1,2,2,1,1,2,2,"19",19,0,2,2
"6412",1031,"Hipp Combiotic FO",6,4,8,1,2,2,1,1,2,2,2,1,2,2,5,7,3,3,4,2,2,2,1,2,2,2,2,2,2,1,5,4,4,1,1,2,1,1,2,12,1,1,1,1,2,2,0,2,"2",2,0,4,2
"6413",1032,"Hipp Combiotic FO",10,8,9,1,1,1,1,1,1,1,2,2,1,1,10,10,10,10,10,1,2,2,1,1,1,1,1,2,1,1,6,7,8,1,1,2,4,1,2,10,2,1,1,1,1,1,2,2,"1",1,0,2,1
"6414",1033,"Hipp Combiotic FO",6,7,8,1,1,1,1,1,1,1,2,2,2,2,6,8,4,7,7,2,2,2,2,1,1,2,1,2,1,2,5,7,4,1,1,1,4,2,1,11,1,2,3,3,2,2,0,1,"19",19,0,1,2
"6415",1034,"Hipp Combiotic FO",8,10,6,1,1,1,1,1,1,2,2,2,1,1,10,10,7,10,7,1,1,2,1,1,1,2,2,1,1,1,10,10,9,1,1,2,3,1,1,10,1,1,3,3,2,2,0,1,"15 19",15,0,2,2
"6416",1035,"Hipp Combiotic FO",9,9,4,1,1,2,2,1,1,1,2,1,1,1,9,9,9,7,9,1,1,1,1,1,1,1,2,1,1,1,10,9,10,1,1,2,3,2,2,7,1,1,1,1,1,2,2,2,"19",19,0,2,2
"6417",1036,"Hipp Combiotic FO",9,9,10,1,1,1,1,2,1,2,1,1,1,1,10,9,9,9,9,1,1,1,1,1,1,1,1,1,1,2,9,9,9,1,1,1,1,2,1,6,1,2,3,3,2,2,0,1,"19",19,0,2,2
"6418",1037,"Hipp Combiotic FO",8,7,7,2,1,1,1,1,1,1,2,1,1,2,8,5,6,5,5,2,2,2,2,2,2,2,1,2,2,2,6,8,7,1,1,2,3,1,2,7,1,1,1,1,2,2,0,2,"1 2 20",2,0,4,2
"6419",1038,"Hipp Combiotic FO",7,6,7,2,2,1,1,2,1,2,2,2,2,2,6,7,8,4,2,1,1,1,1,2,2,2,1,2,2,1,7,2,3,1,1,1,3,2,2,5,2,2,3,3,2,2,0,2,"19",19,0,3,2
"6420",1039,"Hipp Combiotic FO",2,2,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,8,1,1,1,1,1,1,2,2,1,1,2,10,10,10,1,1,2,3,1,1,4,2,1,2,2,2,2,0,1,"15",15,0,2,1
"6421",1040,"Hipp Combiotic FO",3,5,3,1,1,1,1,2,1,1,2,1,1,1,5,4,1,1,3,1,2,1,1,1,1,1,2,2,1,1,3,3,3,1,1,2,2,1,1,12,2,1,2,2,2,2,0,2,"15",15,0,2,2
"6422",1041,"Hipp Combiotic FO",5,6,4,2,2,1,2,2,2,2,2,2,2,2,4,5,7,6,7,2,2,2,2,2,1,2,2,2,1,2,7,6,7,1,1,2,1,1,1,6,2,1,2,2,2,2,0,1,"1",1,0,3,1
"6423",1042,"Hipp Combiotic FO",7,4,6,1,1,2,2,1,1,1,1,2,2,2,7,5,7,8,6,1,1,1,1,1,1,1,1,1,1,1,6,8,6,1,1,2,4,2,2,12,1,1,1,1,2,2,0,1,"15 21",21,0,2,2
"6424",1043,"Hipp Combiotic FO",8,8,7,1,1,2,1,1,1,2,2,1,1,2,8,8,8,9,6,1,1,1,1,1,2,2,1,1,1,2,8,7,7,1,1,2,1,1,2,11,1,1,1,1,2,2,0,2,"15",15,0,3,2
"6425",1044,"Hipp Combiotic FO",5,6,1,2,2,1,1,2,2,2,2,2,1,2,9,10,10,10,10,1,1,2,1,1,1,1,1,1,1,2,10,10,10,1,1,2,2,1,2,6,2,1,1,1,2,2,0,1,"15",15,0,2,1
"6426",1045,"Hipp Combiotic FO",7,8,8,1,1,2,1,1,1,1,2,1,1,1,8,7,6,5,6,1,1,2,1,2,1,1,2,1,1,1,6,6,5,1,1,2,2,1,1,11,2,1,1,3,1,1,3,1,"1",1,0,1,1
"6427",1046,"Hipp Combiotic FO",5,5,5,2,2,2,2,1,1,1,1,1,1,1,6,6,6,7,3,1,1,1,1,1,2,2,2,1,1,2,5,5,3,1,1,2,2,2,1,10,1,1,3,1,1,1,2,1,"19",19,0,4,2
"6428",1047,"Hipp Combiotic FO",5,5,5,2,2,1,1,2,1,2,2,2,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,2,3,1,2,6,2,1,1,1,1,2,2,1,"2",2,0,3,2
"6429",1048,"Hipp Combiotic FO",8,8,9,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,5,1,1,1,1,1,1,1,1,1,1,1,9,9,5,2,1,2,4,2,2,11,1,1,3,3,2,2,0,1,"16",16,0,1,1
"6430",1049,"Hipp Combiotic FO",2,4,4,2,1,2,2,2,1,1,1,1,1,2,4,4,5,5,3,1,2,2,2,2,1,1,2,2,1,1,4,4,4,1,1,2,1,1,1,5,2,1,1,2,1,2,1,1,"1",1,0,3,1
"6431",1050,"Hipp Combiotic FO",7,7,6,1,2,1,1,1,1,1,1,1,1,1,7,7,7,7,8,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,2,2,1,2,6,2,1,1,1,2,2,0,1,"15",15,0,3,2
"6432",1051,"Hipp Combiotic FO",6,6,7,2,1,1,1,1,1,1,2,2,1,2,6,8,7,6,7,1,2,2,1,2,2,2,1,1,1,2,6,6,6,1,1,2,1,1,2,2,2,1,1,1,2,2,0,2,"2",2,0,3,1
"6433",1052,"Hipp Combiotic FO",5,7,3,1,1,1,1,1,1,2,1,1,2,1,3,5,4,3,1,1,1,2,1,1,2,1,1,1,1,1,4,2,4,1,1,2,3,1,1,5,1,1,1,1,2,2,0,2,"15",15,0,1,1
"6434",1053,"Hipp Combiotic FO",6,7,7,1,2,2,1,1,1,1,2,2,2,1,7,7,9,4,7,1,1,1,1,1,1,1,1,1,1,1,8,6,7,1,1,2,3,1,1,8,2,1,1,2,2,2,0,1,"15",15,0,2,1
"6435",1055,"Hipp Combiotic FO",7,6,6,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,3,1,2,11,1,1,2,2,1,1,2,2,"1 2 3",3,0,2,1
"6436",1056,"Hipp Combiotic FO",6,7,6,1,1,1,1,1,1,2,2,1,1,2,7,6,3,3,2,2,2,2,2,1,2,2,2,2,2,2,4,4,3,1,1,2,3,2,2,12,2,1,2,2,1,1,3,2,"19",19,0,1,1
"6437",1057,"Hipp Combiotic FO",3,2,4,2,2,1,1,2,2,2,2,2,2,2,6,6,5,6,6,1,1,2,1,1,1,1,2,2,1,1,8,6,6,1,1,2,1,1,2,10,2,1,3,3,1,2,2,1,"1",1,0,2,2
"6438",1058,"Hipp Combiotic FO",8,9,8,1,1,1,1,1,1,2,2,1,1,1,9,9,9,9,8,1,1,2,1,1,1,1,1,1,1,1,9,9,9,1,1,2,3,1,1,5,2,1,1,1,2,2,0,1,"15",15,0,2,2
"6439",1059,"Hipp Combiotic FO",6,6,6,1,1,1,1,1,1,1,1,1,1,1,7,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,6,7,7,2,1,2,4,2,2,6,1,1,1,1,0,1,3,2,"16",16,0,1,1
"6440",1060,"Hipp Combiotic FO",3,3,3,2,2,1,1,2,1,2,2,1,1,2,7,8,8,8,5,1,1,1,1,1,1,2,2,1,1,2,9,7,7,1,1,2,4,1,2,9,1,1,1,1,2,2,0,2,"15",15,0,2,2
"6441",1061,"Hipp Combiotic FO",5,5,5,2,2,1,1,2,2,2,1,2,2,2,5,5,5,4,6,1,2,2,1,2,2,1,1,2,2,2,5,3,3,1,1,1,2,1,1,5,1,2,3,3,2,2,0,1,"15",15,0,1,2
"6442",1062,"Hipp Combiotic FO",8,8,8,1,2,1,1,2,1,2,2,2,2,1,8,8,7,7,8,2,1,1,1,1,1,2,2,1,1,1,8,8,8,1,1,2,3,2,2,11,1,1,3,3,2,2,0,1,"19",19,0,2,1
"6443",1063,"Hipp Combiotic FO",7,8,7,2,2,1,2,1,1,2,2,2,1,2,10,10,10,10,7,2,2,1,1,1,2,2,2,1,1,2,10,10,4,1,1,2,2,1,2,4,1,1,1,1,2,2,0,2,"15",15,0,2,2
"6444",1064,"Hipp Combiotic FO",5,5,5,1,1,1,1,1,1,1,2,1,1,1,5,5,3,3,1,2,2,2,2,2,2,2,1,2,1,2,2,3,3,1,1,1,2,1,1,5,1,2,3,3,2,2,0,1,"2",2,0,1,1
"6445",1065,"Hipp Combiotic FO",8,8,8,1,1,1,2,1,1,1,1,1,1,1,8,8,5,7,5,1,2,2,1,1,1,1,1,1,1,2,4,6,5,1,1,2,4,2,2,6,1,1,1,1,1,1,4,1,"19",19,0,2,1
"6446",1066,"Hipp Combiotic FO",3,3,5,2,2,1,1,1,2,1,1,1,1,2,4,5,5,6,4,1,1,1,1,1,1,2,1,1,1,1,6,7,7,2,1,2,2,1,1,5,1,1,1,1,2,2,0,1,"3",3,0,2,2
"6447",1067,"Hipp Combiotic FO",3,3,4,1,2,1,2,1,2,1,2,1,1,2,5,2,3,5,5,2,1,2,2,2,2,1,1,1,1,1,1,2,4,1,1,1,3,1,1,8,1,2,1,1,2,2,0,1,"2",2,0,1,1
"6448",1068,"Hipp Combiotic FO",7,7,7,1,1,2,1,1,1,1,2,1,1,1,7,7,7,7,6,1,2,2,1,1,1,1,1,2,1,1,7,7,7,1,1,2,3,1,1,12,1,1,1,1,0,1,4,1,"1",1,0,3,2
"6449",1069,"Hipp Combiotic FO",3,2,4,2,2,1,1,2,2,2,1,1,2,2,2,3,4,5,5,2,1,1,1,1,2,1,1,2,2,1,8,5,5,1,1,1,3,2,1,4,1,2,3,3,2,2,0,2,"19",19,0,1,1
"6450",1070,"Hipp Combiotic FO",7,8,7,1,1,2,2,1,1,2,2,2,1,1,8,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,8,7,7,1,1,2,2,1,2,10,1,1,3,3,1,1,2,1,"15",15,0,1,2
"6451",1071,"Hipp Combiotic FO",8,5,5,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,6,1,1,1,1,1,1,2,1,1,1,1,4,5,6,1,1,2,3,2,2,8,2,1,2,2,2,2,0,2,"19",19,0,2,1
"6452",1072,"Hipp Combiotic FO",8,6,8,1,1,2,1,1,1,1,1,1,1,1,9,6,9,9,7,1,1,1,1,1,1,1,1,1,1,1,8,7,8,2,1,1,4,1,2,11,1,2,3,3,2,2,0,1,"3",3,0,1,1
"6453",1073,"Hipp Combiotic FO",5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,2,4,2,2,11,1,1,1,1,1,2,1,1,"19",19,0,4,2
"6454",1074,"Hipp Combiotic FO",9,8,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,2,3,2,1,6,2,1,1,1,2,2,0,1,"19",19,0,4,2
"6455",1076,"Hipp Combiotic FO",5,5,5,2,2,2,1,2,2,2,1,1,2,2,8,8,8,8,8,1,1,1,1,1,1,1,2,1,1,1,9,9,9,1,1,1,1,2,1,5,1,2,1,1,2,2,0,2,"19",19,0,4,1
"6456",1077,"Hipp Combiotic FO",7,6,5,1,1,1,1,2,2,1,1,1,1,1,5,9,5,5,5,1,1,1,1,1,1,1,1,1,1,2,5,6,5,1,1,2,4,1,2,6,1,1,3,3,2,2,0,2,"2",2,0,4,2
"6457",1079,"Hipp Combiotic FO",5,5,6,2,2,1,1,2,1,1,1,2,1,2,7,6,6,4,3,1,1,1,1,1,2,2,2,1,2,1,6,3,4,1,1,1,2,1,2,12,2,2,2,2,2,2,0,2,"2",2,0,1,1
"6458",1080,"Hipp Combiotic FO",6,7,5,2,1,2,1,1,1,1,2,2,1,1,8,8,7,7,8,2,2,1,1,2,1,2,2,2,1,1,5,2,3,2,1,2,1,1,1,7,1,1,1,1,2,2,0,1,"3",3,0,3,2
"6459",1081,"Hipp Combiotic FO",8,8,8,2,2,1,1,2,1,2,1,1,1,2,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,2,8,8,8,1,1,1,4,1,2,4,1,2,1,1,2,2,0,1,"15",15,0,1,1
"6460",1082,"Hipp Combiotic FO",4,4,3,1,2,1,1,2,2,2,1,1,2,2,2,5,3,4,7,2,1,1,1,1,1,1,2,1,1,1,8,4,5,1,1,1,3,1,2,3,2,2,1,1,2,2,0,1,"15",15,0,1,1
"6461",1083,"Hipp Combiotic FO",8,8,8,1,1,2,1,1,1,1,2,2,1,1,9,9,8,9,8,1,1,2,1,1,1,1,2,1,1,2,8,8,7,1,1,2,3,1,1,6,1,1,1,1,1,2,4,1,"1 15",15,0,2,2
"6462",1084,"Hipp Combiotic FO",7,6,7,1,1,1,1,1,1,1,2,1,1,2,8,8,8,7,8,1,1,1,2,2,1,1,1,1,1,1,8,7,9,1,1,1,1,2,1,6,1,2,1,1,2,2,0,1,"19",19,0,2,1
