"id","product","c_q_scl_powder_overall_liking","c_q_scl_powder_appearance_liking","c_q_scl_powder_aroma_liking","c_q_cata_powder_easy_to_prepare","c_q_cata_powder_dissolve_quickly","c_q_cata_powder_lumps","c_q_cata_powder_foamy","c_q_cata_powder_mild","c_q_cata_powder_milky","c_q_cata_powder_sweet","c_q_cata_powder_off_notes","c_q_cata_powder_nondairy_notes","c_q_cata_powder_natural_color","c_q_cata_powder_easy_scoop","c_q_scl_milk_preparation_liking","c_q_scl_milk_pretaste_appearance_liking","c_q_scl_milk_pretaste_overall_liking","c_q_scl_milk_posttaste_aroma_liking","c_q_scl_milk_posttaste_taste_liking","c_q_cata_milk_easy_prepare","c_q_cata_milk_easy_dissolve","c_q_cata_milk_lumps","c_q_cata_milk_low_foam","c_q_cata_milk_milk","c_q_cata_milk_milky","c_q_cata_milk_sweet","c_q_cata_milk_dairy_off_notes","c_q_cata_milk_smooth","c_q_cata_milk_natural_color","c_q_cata_milk_residue_bottle","c_q_scl_empty_bottle_appearance_liking","c_q_scl_empty_bottle_aroma_liking","t_q_scl_empty_bottle_overall_liking","c_s_organic","c_s_gender","c_s_age_group","c_s_brand_use","c_s_parent_type","c_s_child_age","c_s_child_gender","c_s_relationship","c_s_responsible_primary_care","c_s_responsible_purchase_product_child","c_s_breastfed","c_s_breastmilk_in_bottle","c_s_breastfed_duration","c_s_format","c_s_working_status","c_s_social","c_s_country"
1001,"Profutura EU",7,8,8,1,2,2,2,1,1,1,2,2,1,1,7,7,7,7,8,1,1,1,1,1,1,1,2,1,1,1,7,3,7,2,2,2,1,1,7,2,1,3,3,2,2,0,2,3,1,1
1002,"Profutura EU",8,8,8,1,1,2,1,1,1,1,1,2,1,1,8,8,8,7,8,1,1,2,1,1,1,1,2,1,1,1,8,8,9,1,2,4,2,2,11,1,1,2,2,2,2,0,2,2,2,1
1003,"Profutura EU",5,4,3,2,2,1,2,1,1,1,2,1,1,2,8,5,6,7,3,2,1,1,2,1,2,2,1,1,2,2,9,7,6,1,2,1,2,1,5,1,1,2,2,2,2,0,1,2,1,1
1004,"Profutura EU",8,8,8,1,1,2,1,1,1,1,1,1,1,1,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,8,7,9,1,2,3,2,2,6,1,1,1,1,1,2,2,2,3,2,1
1005,"Profutura EU",7,7,2,1,2,1,1,1,2,2,2,2,1,1,7,7,7,7,9,1,1,1,1,1,1,1,2,1,1,1,8,9,8,1,2,3,2,1,6,1,1,1,1,2,2,0,1,2,1,1
1006,"Profutura EU",4,5,3,1,1,2,1,2,2,2,1,1,2,1,6,5,5,4,5,1,1,1,2,1,1,1,2,1,1,2,5,5,6,1,2,2,1,2,2,2,1,1,1,0,1,2,1,3,2,1
1007,"Profutura EU",9,9,9,1,1,2,2,1,1,2,2,2,1,1,9,9,9,9,2,1,1,2,1,1,1,1,2,1,1,1,9,7,2,1,2,4,1,2,6,1,1,3,3,2,2,0,2,1,1,1
1008,"Profutura EU",9,10,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,2,3,1,2,12,2,1,1,1,1,1,1,1,1,1,1
1009,"Profutura EU",7,9,9,1,1,2,1,1,1,1,2,2,1,1,8,8,9,8,8,1,1,1,2,1,1,1,1,1,1,1,6,9,9,1,2,3,1,1,5,2,1,3,3,2,2,0,2,1,1,1
1010,"Profutura EU",10,10,8,1,1,2,2,1,1,2,1,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,1,2,4,2,2,7,1,1,3,3,2,2,0,1,1,2,1
1011,"Profutura EU",8,7,6,1,1,1,1,1,1,1,1,1,1,1,7,8,7,7,8,2,1,1,2,1,1,1,2,2,1,1,7,7,7,1,1,3,1,2,11,1,2,3,3,2,2,0,2,1,2,1
1012,"Profutura EU",7,8,4,1,1,2,1,2,1,2,1,1,1,1,4,5,8,4,4,1,1,1,1,2,1,2,2,2,1,2,3,3,4,1,2,2,1,1,5,1,1,2,2,1,2,1,2,3,2,1
1013,"Profutura EU",10,10,10,1,1,2,2,2,1,1,2,2,1,1,10,10,10,10,10,1,1,1,2,1,1,1,2,1,1,1,10,10,10,1,2,2,1,2,10,2,1,1,1,2,2,0,1,2,2,1
1014,"Profutura EU",5,5,3,1,1,2,2,2,1,2,2,1,1,1,5,5,4,3,5,1,1,1,1,1,1,2,1,1,1,2,5,4,5,1,2,3,2,2,3,2,1,1,1,1,2,1,1,2,1,1
1015,"Profutura EU",10,10,10,1,1,2,2,2,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,2,1,1,2,1,1,2,10,10,10,1,2,2,1,2,3,1,1,1,1,2,2,0,1,3,2,1
1016,"Profutura EU",5,5,1,1,1,2,1,1,1,2,2,2,1,1,5,5,6,4,7,1,1,1,1,1,1,2,2,1,1,1,6,2,5,2,2,4,1,2,11,1,1,1,1,0,0,0,1,4,2,1
1017,"Profutura EU",7,8,8,1,1,2,2,1,1,1,2,2,1,1,7,9,7,8,7,1,1,1,2,1,1,1,2,1,1,1,8,7,8,1,1,2,2,1,7,2,2,3,3,2,2,0,2,1,1,1
1018,"Profutura EU",8,8,7,1,1,2,1,1,1,1,2,1,1,1,7,6,6,6,5,1,1,1,1,1,1,1,1,1,2,2,8,5,6,1,1,4,2,2,11,1,2,1,1,2,2,0,1,2,1,1
1019,"Profutura EU",6,6,6,2,2,2,1,1,1,2,2,2,1,2,9,6,9,9,8,1,1,1,2,2,1,1,2,1,2,2,7,8,8,1,2,2,1,1,3,1,1,3,2,2,2,0,2,3,2,1
1020,"Profutura EU",10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,2,3,2,2,11,1,1,2,2,1,2,3,1,3,2,1
1021,"Profutura EU",5,5,3,1,1,1,1,1,1,1,1,1,1,1,7,7,9,9,9,1,1,1,1,1,1,1,1,1,1,1,8,9,9,1,2,3,2,2,5,2,1,1,1,0,1,3,2,2,2,1
1022,"Profutura EU",8,5,5,2,2,1,1,2,1,1,1,2,2,2,10,9,6,9,10,1,1,1,2,1,1,1,1,1,2,1,10,8,9,1,2,2,1,2,11,1,1,1,1,2,2,0,1,1,2,1
1023,"Profutura EU",7,7,6,1,1,1,1,1,1,1,1,1,1,2,7,6,6,7,6,1,1,1,1,1,1,1,2,1,1,2,6,7,5,1,2,2,1,1,4,2,1,1,1,2,2,0,1,1,1,1
1024,"Profutura EU",5,5,5,1,1,1,1,1,1,2,1,2,1,1,5,5,5,7,6,1,1,1,2,2,1,1,1,1,1,2,6,7,6,1,2,4,1,2,7,2,1,1,1,0,1,2,2,1,1,1
1025,"Profutura EU",10,10,5,1,1,2,2,2,1,1,2,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,2,1,1,1,6,2,1,1,1,2,2,0,1,1,1,1
1026,"Profutura EU",5,6,5,2,1,1,1,1,2,1,1,1,1,1,7,6,6,5,6,1,1,1,1,1,1,1,1,2,2,1,6,8,6,1,2,2,1,1,3,2,1,3,3,2,2,0,1,1,1,1
1027,"Profutura EU",8,8,7,1,1,2,2,1,1,1,2,1,1,1,8,8,7,7,7,1,1,1,1,2,1,1,2,1,1,1,7,7,7,2,1,1,2,1,5,2,2,3,3,2,2,0,1,1,2,1
1028,"Profutura EU",9,9,9,1,1,2,2,2,1,1,2,2,1,1,9,9,9,9,10,1,1,1,2,2,1,1,2,1,1,2,9,10,10,1,2,4,2,2,11,2,1,3,3,1,1,2,2,1,1,1
1029,"Profutura EU",10,10,10,2,2,1,1,1,1,2,2,2,1,2,6,6,5,7,5,2,2,2,2,2,2,2,2,2,1,2,5,5,5,1,1,1,1,2,8,2,1,3,3,2,2,0,2,2,2,1
1030,"Profutura EU",8,8,9,1,1,2,2,1,1,1,2,2,2,1,9,8,8,8,8,1,1,1,1,1,1,2,2,1,1,2,8,9,8,1,2,4,2,2,11,2,1,2,2,1,1,2,2,2,2,1
1031,"Profutura EU",4,4,7,2,2,1,1,1,2,2,1,1,2,2,7,8,6,5,8,2,1,1,1,1,2,2,2,1,1,2,7,5,6,1,2,1,1,2,12,1,1,1,1,2,2,0,2,4,2,1
1032,"Profutura EU",9,10,10,1,1,2,1,1,1,1,1,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,2,10,10,10,1,2,4,1,2,10,2,1,1,1,1,1,2,2,2,1,1
1033,"Profutura EU",8,9,7,1,1,2,1,2,1,1,1,1,1,1,8,9,9,7,10,1,1,1,1,2,1,1,1,1,1,1,9,9,10,1,1,4,2,1,11,1,2,3,3,2,2,0,1,1,2,1
1034,"Profutura EU",7,4,6,2,1,2,1,1,1,2,1,1,1,1,7,9,7,9,10,1,1,1,1,1,1,2,1,1,1,1,10,10,10,1,2,3,1,1,10,1,1,3,3,2,2,0,1,2,2,1
1035,"Profutura EU",7,7,6,1,2,1,1,1,1,2,2,1,1,1,7,7,7,8,9,1,1,1,2,1,1,1,2,1,1,1,6,8,8,1,2,3,2,2,7,1,1,1,1,1,2,2,2,2,2,1
1036,"Profutura EU",10,9,9,1,2,2,1,2,1,1,2,2,1,1,9,9,9,9,9,1,1,2,2,1,1,1,2,1,1,2,10,10,10,1,1,1,2,1,6,1,2,3,3,2,2,0,1,2,2,1
1037,"Profutura EU",10,10,4,1,1,1,1,1,1,1,1,1,1,1,8,9,8,8,9,2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,2,3,1,2,7,1,1,1,1,2,2,0,2,4,2,1
1038,"Profutura EU",8,8,5,1,1,2,2,1,1,2,1,1,1,1,9,9,8,8,10,1,1,1,1,1,1,2,2,1,1,1,9,9,10,1,1,3,2,2,5,2,2,3,3,2,2,0,2,3,2,1
1039,"Profutura EU",8,8,8,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,7,1,1,1,1,1,1,1,2,1,1,2,10,9,10,1,2,3,1,1,4,2,1,2,2,2,2,0,1,2,1,1
1040,"Profutura EU",3,4,4,1,1,1,1,1,1,1,2,1,1,1,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,2,2,1,1,12,2,1,2,2,2,2,0,2,2,2,1
1041,"Profutura EU",5,5,7,1,2,1,1,1,1,1,2,1,1,1,10,9,8,9,10,1,1,1,2,2,1,1,2,1,1,2,10,10,9,1,2,1,1,1,6,2,1,2,2,2,2,0,1,3,1,1
1042,"Profutura EU",5,7,6,1,1,1,1,1,1,1,2,1,1,1,8,7,9,7,6,1,1,1,1,1,1,1,1,1,1,1,5,5,8,1,2,4,2,2,12,1,1,1,1,2,2,0,1,2,2,1
1043,"Profutura EU",6,6,8,1,2,2,2,2,1,2,2,2,1,1,9,7,8,9,10,1,1,2,2,1,1,1,2,1,1,2,9,10,10,1,2,1,1,2,11,1,1,1,1,2,2,0,2,3,2,1
1044,"Profutura EU",10,10,10,1,1,2,1,1,1,1,1,1,1,1,8,8,10,10,10,1,1,1,1,1,1,1,1,1,1,2,10,10,10,1,2,2,1,2,6,2,1,1,1,2,2,0,1,2,1,1
1045,"Profutura EU",7,5,6,1,1,2,1,1,1,1,1,1,1,1,6,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,2,2,1,1,11,2,1,1,3,1,1,3,1,1,1,1
1046,"Profutura EU",6,6,5,1,1,2,1,1,1,2,2,1,1,1,7,6,5,7,6,1,2,1,1,1,1,2,2,1,1,1,6,5,6,1,2,2,2,1,10,1,1,3,1,1,1,2,1,4,2,1
1047,"Profutura EU",5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,2,3,1,2,6,2,1,1,1,1,2,2,1,3,2,1
1048,"Profutura EU",9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,8,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,2,2,4,2,2,11,1,1,3,3,2,2,0,1,1,1,1
1049,"Profutura EU",5,5,5,1,1,1,1,2,1,1,2,2,1,1,5,6,5,3,4,1,1,1,1,2,1,1,2,1,1,2,5,4,4,1,2,1,1,1,5,2,1,1,2,1,2,1,1,3,1,1
1050,"Profutura EU",5,5,7,1,2,1,2,1,1,1,2,2,1,1,6,6,6,7,7,1,1,1,1,1,1,1,2,1,1,1,7,8,7,1,2,2,1,2,6,2,1,1,1,2,2,0,1,3,2,1
1051,"Profutura EU",5,6,6,1,1,2,1,2,2,1,2,2,2,1,8,7,8,6,8,1,1,2,1,2,1,1,2,1,2,2,9,8,8,1,2,1,1,2,2,2,1,1,1,2,2,0,2,3,1,1
1052,"Profutura EU",6,5,8,1,1,2,1,1,1,2,1,1,1,1,7,7,7,5,6,1,1,1,2,1,1,1,1,1,1,1,7,7,6,1,2,3,1,1,5,1,1,1,1,2,2,0,2,1,1,1
1053,"Profutura EU",5,5,4,1,2,1,1,1,1,2,1,2,2,1,6,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,4,3,6,1,2,3,1,1,8,2,1,1,2,2,2,0,1,2,1,1
1055,"Profutura EU",8,7,5,1,1,1,1,1,1,1,1,1,1,1,5,5,7,7,7,1,1,1,1,1,1,1,1,1,1,1,8,7,7,2,2,3,1,2,11,1,1,2,2,1,1,2,2,2,1,1
1056,"Profutura EU",5,5,6,1,1,2,1,1,1,1,1,1,1,1,7,7,7,7,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,2,3,2,2,12,2,1,2,2,1,1,3,2,1,1,1
1057,"Profutura EU",7,8,8,2,1,2,2,1,1,1,2,2,1,1,8,7,5,7,7,1,1,2,1,1,1,1,1,1,2,1,4,5,5,1,2,1,1,2,10,2,1,3,3,1,2,2,1,2,2,1
1058,"Profutura EU",9,9,9,1,1,2,1,1,1,1,1,1,1,1,9,8,8,9,9,1,1,1,2,1,1,1,1,1,1,1,8,9,8,1,2,3,1,1,5,2,1,1,1,2,2,0,1,2,2,1
1059,"Profutura EU",6,6,6,1,1,1,1,1,1,1,1,1,1,1,7,6,6,7,6,1,1,1,1,1,1,1,1,1,1,1,8,8,8,2,2,4,2,2,6,1,1,1,1,0,1,3,2,1,1,1
1060,"Profutura EU",9,9,3,1,1,2,1,2,1,2,2,1,1,1,7,6,5,3,2,1,1,1,2,2,1,1,1,1,1,2,4,4,5,1,2,4,1,2,9,1,1,1,1,2,2,0,2,2,2,1
1061,"Profutura EU",8,7,5,2,2,1,2,2,1,2,1,2,2,1,8,6,6,7,5,1,1,1,2,2,2,2,2,1,2,1,6,5,6,1,1,2,1,1,5,1,2,3,3,2,2,0,1,1,2,1
1062,"Profutura EU",8,6,3,2,2,1,2,2,2,2,1,2,2,1,7,6,5,2,2,2,2,2,2,2,2,1,2,2,2,2,5,4,3,1,2,3,2,2,11,1,1,3,3,2,2,0,1,2,1,1
1063,"Profutura EU",10,10,10,1,1,2,2,1,1,2,2,2,1,1,10,9,10,10,8,1,1,1,2,1,1,2,1,1,1,1,10,10,10,1,2,2,1,2,4,1,1,1,1,2,2,0,2,2,2,1
1064,"Profutura EU",8,8,8,1,1,2,2,1,1,1,2,2,1,1,8,8,9,5,8,1,1,1,2,1,1,1,2,1,1,1,8,8,8,1,1,2,1,1,5,1,2,3,3,2,2,0,1,1,1,1
1065,"Profutura EU",8,10,10,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,2,4,2,2,6,1,1,1,1,1,1,4,1,2,1,1
1066,"Profutura EU",7,8,8,1,1,2,2,1,1,1,1,1,1,1,8,7,8,7,8,1,1,1,2,1,1,1,1,1,1,1,8,7,7,2,2,2,1,1,5,1,1,1,1,2,2,0,1,2,2,1
1067,"Profutura EU",5,5,5,1,1,2,2,2,2,2,2,2,2,2,4,5,5,5,4,1,1,2,1,2,1,2,2,2,1,2,4,5,4,1,1,3,1,1,8,1,2,1,1,2,2,0,1,1,1,1
1068,"Profutura EU",6,8,4,1,1,2,2,1,1,2,1,2,1,1,7,6,7,5,7,1,1,1,1,1,1,2,2,1,1,1,7,6,7,1,2,3,1,1,12,1,1,1,1,0,1,4,1,3,2,1
1069,"Profutura EU",8,8,7,1,1,2,1,1,1,1,2,1,2,1,7,7,7,7,7,1,1,2,2,1,1,1,1,1,1,2,4,5,8,1,1,3,2,1,4,1,2,3,3,2,2,0,2,1,1,1
1070,"Profutura EU",9,9,9,1,1,2,1,1,1,1,1,1,1,1,9,8,8,8,8,1,1,1,1,1,1,1,1,1,1,2,8,8,8,1,2,2,1,2,10,1,1,3,3,1,1,2,1,1,2,1
1071,"Profutura EU",6,4,3,1,2,1,1,2,2,2,1,2,1,2,6,7,6,5,4,1,1,2,2,2,1,2,1,1,1,1,5,5,6,1,2,3,2,2,8,2,1,2,2,2,2,0,2,2,1,1
1072,"Profutura EU",8,8,6,1,1,1,1,1,1,1,1,1,1,1,7,8,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,8,8,2,1,4,1,2,11,1,2,3,3,2,2,0,1,1,1,1
1073,"Profutura EU",5,5,5,1,1,2,1,1,1,1,1,2,1,1,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,2,4,2,2,11,1,1,1,1,1,2,1,1,4,2,1
1074,"Profutura EU",8,7,7,1,1,2,1,1,1,1,1,2,1,1,7,7,7,5,5,1,1,1,1,2,2,1,2,1,1,1,7,7,7,1,2,3,2,1,6,2,1,1,1,2,2,0,1,4,2,1
1076,"Profutura EU",9,8,8,1,1,2,2,1,1,1,2,2,1,1,8,8,8,8,8,1,1,1,1,1,1,1,2,1,1,1,8,8,8,1,1,1,2,1,5,1,2,1,1,2,2,0,2,4,1,1
1077,"Profutura EU",4,1,1,1,1,1,1,2,2,2,2,1,2,1,4,7,5,6,5,1,1,1,2,1,1,1,2,1,1,1,1,4,5,1,2,4,1,2,6,1,1,3,3,2,2,0,2,4,2,1
1079,"Profutura EU",7,5,3,1,1,2,1,2,2,1,1,2,1,1,6,5,6,3,7,1,1,2,1,2,1,1,2,1,1,1,7,3,5,1,1,2,1,2,12,2,2,2,2,2,2,0,2,1,1,1
1080,"Profutura EU",9,9,10,1,1,2,2,1,1,1,2,2,1,1,8,6,7,9,4,1,1,1,2,2,1,2,2,1,1,1,8,7,5,2,2,1,1,1,7,1,1,1,1,2,2,0,1,3,2,1
1081,"Profutura EU",8,8,8,1,2,1,1,2,2,1,2,1,1,1,5,8,8,8,8,1,1,1,2,2,2,1,1,2,1,1,8,8,8,1,1,4,1,2,4,1,2,1,1,2,2,0,1,1,1,1
1082,"Profutura EU",6,6,6,1,1,2,2,1,1,1,1,1,2,1,6,7,5,3,8,1,1,1,2,2,2,1,1,1,1,2,5,5,6,1,1,3,1,2,3,2,2,1,1,2,2,0,1,1,1,1
1083,"Profutura EU",8,9,6,1,1,1,1,1,1,1,2,2,1,1,8,8,8,8,8,1,1,1,2,1,1,1,1,1,1,2,9,9,10,1,2,3,1,1,6,1,1,1,1,1,2,4,1,2,2,1
1084,"Profutura EU",8,7,7,1,1,1,1,1,1,1,1,1,1,2,7,7,8,7,7,1,1,1,2,1,1,2,1,1,1,1,6,7,7,1,1,1,2,1,6,1,2,1,1,2,2,0,1,2,1,1
1085,"Profutura EU",7,5,1,1,1,2,1,2,2,2,2,1,1,1,4,7,6,1,1,1,1,2,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,1,6,1,2,3,3,2,2,0,2,1,2,1
1086,"Profutura EU",8,8,8,1,1,2,2,1,1,1,1,1,1,1,7,8,9,7,9,1,1,1,1,1,1,1,1,1,1,2,9,8,9,1,2,3,2,1,4,2,1,1,1,2,2,0,1,3,1,1
1087,"Profutura EU",8,9,9,1,1,1,1,1,1,1,2,2,1,1,10,10,10,9,8,1,1,1,1,1,1,1,2,1,1,2,10,10,10,2,2,4,1,2,12,1,1,3,3,1,1,3,2,1,1,1
1088,"Profutura EU",8,8,8,1,1,2,2,2,1,2,2,2,1,1,8,8,7,6,7,1,1,1,2,2,1,1,2,1,1,1,6,6,6,1,1,2,2,1,5,1,2,3,3,2,2,0,1,1,2,1
1092,"Profutura EU",7,7,7,1,2,1,1,1,2,1,2,2,1,2,5,3,4,3,1,1,1,1,2,2,2,1,2,1,1,1,4,4,3,1,1,3,1,1,7,2,2,1,1,2,2,0,2,2,1,1
1093,"Profutura EU",9,10,3,1,1,2,1,1,2,2,1,1,1,1,8,7,8,3,6,1,1,1,2,2,1,2,1,1,1,1,7,3,5,1,2,4,1,2,5,2,1,1,1,2,2,0,2,3,1,1
1094,"Profutura EU",8,8,4,1,1,1,1,1,1,1,2,1,1,1,7,7,7,5,4,1,1,1,2,2,1,2,1,1,1,1,6,6,6,1,2,4,2,2,10,2,1,1,1,2,2,0,2,2,1,1
1095,"Profutura EU",4,4,5,1,1,1,2,1,1,2,1,2,1,1,4,3,4,5,4,1,1,1,2,1,1,1,1,2,1,2,4,5,4,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,2,1
1096,"Profutura EU",10,7,4,1,1,2,2,1,1,1,2,2,1,1,6,10,8,1,4,1,1,1,2,2,1,2,2,1,1,1,9,1,5,1,1,1,1,2,9,2,2,1,1,1,2,3,2,1,2,1
1097,"Profutura EU",6,6,6,1,1,1,1,1,2,1,2,1,2,1,5,5,5,6,5,1,1,1,1,1,1,1,1,1,1,2,6,5,7,1,1,1,1,1,11,1,2,2,2,1,2,2,2,2,2,1
1098,"Profutura EU",5,6,7,1,1,2,1,1,1,2,2,1,1,1,8,8,7,7,5,1,1,1,2,2,1,2,2,2,2,1,6,7,6,2,1,1,2,1,4,2,2,1,1,2,2,0,1,1,2,1
1099,"Profutura EU",5,5,5,1,1,2,2,2,1,1,1,1,1,1,5,5,5,3,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,3,1,2,1,1,2,2,0,1,1,2,1
1100,"Profutura EU",7,7,6,1,1,2,1,2,1,1,2,2,1,1,7,6,5,4,6,1,1,1,2,2,1,1,2,1,1,1,7,6,6,1,1,2,2,1,12,2,2,2,2,2,2,0,1,1,1,1
1101,"Profutura EU",6,7,5,1,2,2,1,1,2,2,2,2,2,2,5,5,5,6,6,2,2,2,1,2,1,1,2,1,2,2,4,3,5,1,2,1,1,1,9,1,1,1,1,2,2,0,1,4,2,1
1102,"Profutura EU",6,7,5,2,2,2,1,1,2,1,2,1,1,1,7,7,5,7,2,1,2,2,1,2,1,1,2,1,1,1,6,6,5,1,1,1,2,1,5,1,2,3,3,2,2,0,1,1,2,1
1103,"Profutura EU",6,6,6,1,1,1,1,1,2,2,2,2,1,1,5,6,6,8,8,1,1,1,2,1,1,1,1,1,1,2,6,8,8,1,1,4,2,1,11,1,2,3,3,2,2,0,2,1,2,1
1104,"Profutura EU",5,5,5,1,2,2,1,2,2,1,2,2,1,1,7,6,6,4,5,1,1,2,2,1,1,1,2,1,1,1,7,5,7,1,2,4,1,1,10,1,1,1,1,2,2,0,2,2,1,1
1105,"Profutura EU",7,6,7,1,1,2,1,1,1,1,1,1,1,1,7,7,7,7,6,1,2,2,2,2,2,1,1,1,1,1,7,6,6,1,2,1,2,1,11,2,1,1,1,2,2,0,2,2,1,1
1106,"Profutura EU",6,5,3,1,1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,1,1,1,1,1,1,2,2,1,1,2,6,6,6,1,2,4,1,2,11,2,1,1,1,2,2,0,1,1,1,1
1107,"Profutura EU",5,5,5,2,2,1,1,2,2,2,2,2,2,2,3,4,6,7,7,1,1,1,2,2,1,1,2,1,1,1,5,6,8,1,1,2,2,2,12,2,2,1,1,2,2,0,1,1,2,1
1108,"Profutura EU",8,10,2,1,1,2,2,1,2,2,2,1,1,1,6,1,5,4,9,1,1,1,2,2,1,1,1,1,1,2,8,6,7,2,1,4,1,2,2,1,2,2,2,1,2,2,2,1,1,1
1109,"Profutura EU",6,6,8,1,2,1,1,2,1,1,1,2,1,2,7,8,8,3,2,1,1,2,1,1,1,2,2,1,1,1,8,5,8,1,2,3,2,1,7,2,1,2,1,2,2,0,1,2,2,1
1110,"Profutura EU",8,7,7,1,1,2,1,1,1,1,2,2,1,1,6,8,7,7,8,1,1,1,2,2,1,1,2,1,1,2,7,7,7,2,1,1,2,1,8,1,2,2,1,2,2,0,1,2,2,1
1111,"Profutura EU",9,8,9,2,2,2,1,2,1,1,2,2,1,1,9,8,8,7,8,1,1,2,1,1,1,1,2,1,1,2,8,8,9,1,1,1,2,1,6,1,2,1,2,2,2,0,1,1,2,1
1112,"Profutura EU",10,9,10,2,1,1,2,1,1,2,2,2,1,2,10,10,9,10,10,1,1,2,2,2,1,2,2,2,1,1,10,10,10,1,2,1,1,2,6,1,1,1,1,2,2,0,1,1,1,1
1113,"Profutura EU",9,9,9,1,1,2,2,1,2,2,2,2,2,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,2,2,2,1,2,10,2,1,3,3,1,1,2,1,1,1,1
1114,"Profutura EU",8,8,8,1,1,2,2,1,1,2,2,2,1,1,9,9,8,8,7,1,1,2,2,1,1,1,2,1,1,1,7,8,4,1,2,4,1,2,10,2,1,3,3,2,2,0,2,2,1,1
1115,"Profutura EU",8,7,7,1,1,2,2,1,1,1,1,2,1,1,7,9,8,8,8,1,1,1,1,1,1,1,1,1,1,1,10,8,8,1,1,3,2,2,6,1,2,3,3,2,2,0,2,1,2,1
1116,"Profutura EU",4,4,5,2,2,1,1,2,2,1,1,1,2,2,6,4,5,4,8,1,1,2,2,1,1,2,2,1,2,2,5,6,6,1,2,4,1,2,11,1,1,2,2,1,1,2,2,2,2,1
1117,"Profutura EU",6,6,5,1,1,2,1,2,1,1,2,2,2,1,6,6,6,6,6,1,1,2,1,1,1,1,1,1,2,1,6,7,5,1,1,4,2,2,12,1,2,3,3,2,2,0,2,1,1,1
1118,"Profutura EU",6,5,6,2,1,1,1,1,1,2,2,2,1,2,6,6,6,6,6,1,1,1,1,1,2,2,2,2,1,2,6,6,6,1,1,2,1,2,6,1,2,3,3,2,2,0,1,1,1,1
1119,"Profutura EU",7,6,7,2,2,2,2,2,1,2,2,2,2,1,6,7,7,8,6,2,2,1,2,2,1,2,1,2,1,1,7,7,7,1,2,2,1,2,6,2,1,3,3,2,2,0,1,2,2,1
2001,"Profutura EU",5,5,4,1,1,2,2,1,2,2,1,1,2,1,6,4,5,7,9,1,1,1,1,1,1,1,2,1,1,2,9,8,9,2,1,2,1,1,11,2,2,3,3,2,2,0,1,1,1,1
2003,"Profutura EU",5,5,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,1,8,1,2,1,1,2,1,1,1,1,1,1,4,1,6,1,2,2,2,1,4,1,1,3,3,2,2,0,1,3,1,1
2004,"Profutura EU",5,5,4,1,1,2,2,2,1,2,1,1,1,2,9,8,4,4,7,1,1,1,2,2,2,1,1,1,2,2,3,4,4,2,1,2,1,1,3,1,2,3,3,2,2,0,1,1,1,1
2005,"Profutura EU",3,6,6,1,1,2,1,1,1,2,2,2,1,1,5,4,5,3,10,1,1,2,1,1,1,2,2,1,2,1,6,4,10,1,2,2,1,2,11,1,1,1,1,2,2,0,1,3,1,1
2006,"Profutura EU",10,10,10,1,1,2,2,1,1,2,2,1,1,1,10,10,10,10,10,1,1,1,2,1,1,2,2,1,1,2,10,10,10,2,2,2,1,2,8,1,1,1,1,2,2,0,1,4,2,1
2007,"Profutura EU",10,10,9,1,1,2,1,1,1,1,2,2,1,1,8,9,8,9,9,1,1,1,2,1,1,1,2,1,1,2,6,8,8,1,2,1,1,2,11,2,1,1,1,2,2,0,1,4,2,1
